taxon_id,taxon_name,class
GYRKUE,Gyrosigma kuetzingii (Grunow) Cleve,Bacillariophyceae
SKAPER,Skabitschewskia peragalloi (Brun & Héribaud) Kuliskovskiy & Lange-Bertalot,Bacillariophyceae
PRESTAURONEISSP,Prestauroneis sp.,Bacillariophyceae
PLAINC,"Planothidium incuriatum C.E.Wetzel, B.van de Vijver & L.Ector",Bacillariophyceae
NEONDREX38017,Gyrosigma macrum (Smith) Griffith et Henfrey,Bacillariophyceae
PREPRO,Prestauroneis protracta (Grunow) I.W.Bishop Minerovic Q.Liu and Kociolek,Bacillariophyceae
NEONDREX170026,Sellaphora fusticulus (Østrup) Lange-Bertalot,Bacillariophyceae
NEONDREX37296,Gomphonema germainii Kociolek et Stoermer,Bacillariophyceae
BACSP,Bacularia sp.,Myxophyceae
CLOACI,Closteriopsis acicularis (Chodat) J.H.Belcher & Swale,Chlorophyceae
NEONDREX1456004,Peridiniopsis sp.,Dinophyceae
NEONDREX190011,Cymbopleura incerta (Grunow) Krammer,Bacillariophyceae
NEONDREX20034,Cyclotella bodanica var. lemanica (Müller) Bachmann,Bacillariophyceae
NEONDREX32002,Epithemia smithii Carruthers,Bacillariophyceae
NEONDREX327122,Cosmarium punctulatum var. subpunctulatum (Nordstedt) Borgesen,Chlorophyceae
NEONDREX66013,Synedra cyclopum Brutschy,Bacillariophyceae
NEONDREX46486,Navicula detenta Hustedt,Bacillariophyceae
NEONDREX66062,Synedra mazamaensis Sovereign,Bacillariophyceae
NEONDREX37012,Gomphonema subtile Ehrenberg,Bacillariophyceae
NEONDREX203013,Encyonopsis vandamii Krammer et Lange-Bertalot,Bacillariophyceae
NEONDREX327042,Cosmarium cucumis Corda ex Ralfs,Chlorophyceae
NEONDREX9215001,"Lindavia antiqua (W.Smith) Nakov, Guillory, Julius, Theriot & Alverson",Bacillariophyceae
NEONDREX30002,Diploneis finnica (Ehrenberg) Cleve,Bacillariophyceae
NEONDREX23072,Cymbella delicatula Kützing,Bacillariophyceae
NEONDREX155026,Planothidium oestrupii (Cleve-Euler) Edlund,Bacillariophyceae
NEONDREX186016,Psammothidium sacculum (Carter) Bukhtiyarova,Bacillariophyceae
NEONDREX212007,Chamaepinnularia soehrensis var. hassiaca (Krasske) Lange-Bertalot,Bacillariophyceae
NEONDREX261001,Ankistrodesmus spiralis (Turner) Lemmermann,Chlorophyceae
NEONDREX10029,Aulacoseira valida (Grunow) Krammer,Bacillariophyceae
NEONDREX46128,Navicula modica Hustedt,Bacillariophyceae
NEONDREX9215007,"Lindavia comensis (Grunow) Nakov, Gillory, Julius, Theriot et Alverson",NA
NEONDREX65056,Surirella turgida Smith,Bacillariophyceae
BIREMISSP,Biremis sp.,Bacillariophyceae
NAVICULADICTASP,Naviculadicta sp.,Bacillariophyceae
NEONDREX1692,Navicula subconcentrica Lange-Bertalot,NA
NEONDREX23267,Cymbella designata Krammer,NA
NEONDREX48210,Nitzschia regula Hustedt,NA
NEONDREX44500,Cymbella hantzschiana (Rabenhorst) Krammer,NA
NEONDREX327084,Cosmarium undulatum var. wollei W. West,Chlorophyceae
NEONDREX23099,Cymbella helvetica Kützing,Bacillariophyceae
NEONDREX327107,Cosmarium incertum Schmidle,Chlorophyceae
NEONDREX327251,Cosmarium borgei (Hirano) Croasdale,NA
NEONDREX18022,Brachysira calcicola subsp. pfisteri Lange-Bertalot et Werum,NA
ANEROS,Aneumastus rostratus (Hustedt) Lange-Bertalot,Bacillariophyceae
ENCDAK,Encyonopsis dakotae Bahls,Bacillariophyceae
ENCKUT,Encyonopsis kutenaiorum Bahls,Bacillariophyceae
NEONDREX34038,Fragilaria pinnata var. acuminata Mayer,Bacillariophyceae
NITREG,Nitzschia regula var. robusta Hustedt,Bacillariophyceae
EUNBOO,"Eunotia boomsma Furey, Lowe and Johansen",Bacillariophyceae
FRAGILARIACEAESP,Fragilariaceae sp.,Bacillariophyceae
NEONDREX64035,Stephanodiscus oregonica (Ehrenberg) Håkansson,Bacillariophyceae
NEIPSE,Neidium pseudodensestriatum Stachura-Suchoples and Kociolek,Bacillariophyceae
NEONDREX170036,Sellaphora parapupula Lange-Bertalot,Bacillariophyceae
NEONDREX984002,Lepocinclis ovum (Ehrenberg) Lemmermann,Euglenophyceae
FRASAX,Fragilaria saxoplanctonica Lange-Bertalot & S.Ulrich,Bacillariophyceae
KOLSP1,Koliella sp.,Chlorophyceae
ULNGRU,Ulnaria grunowii (Lange-Bertalot & S.Ulrich) Cantonati & Lange-Bertalot,Bacillariophyceae
NEONDREX37439,Gomphonema micropumilum Reichardt,Bacillariophyceae
NEONDREX37056,Gomphonema sphaerophorum Ehrenberg,Bacillariophyceae
NEONDREX48096,Nitzschia sinuata (Thwaites) Grunow,Bacillariophyceae
NEONDREX65091,Surirella bohemica Maly,Bacillariophyceae
NEONDREX18011,Brachysira aponina Kützing,Bacillariophyceae
NEONDREX810005,Arthrospira sp.,Myxophyceae
NEONDREX7089,Amphora eximia Carter,Bacillariophyceae
NEONDREX170106,Sellaphora perhibita (Hustedt) Lange-Bertalot et Cantonati,Bacillariophyceae
NEONDREX65066,Surirella hoefleri Hustedt,Bacillariophyceae
NEONDREX103037,Pinnularia kuetzingii Krammer,NA
CYMRUP,Cymbopleura rupicola (Grunow) Krammer,Bacillariophyceae
NEONDREX23071,Cymbella proxima Reimer,Bacillariophyceae
STALEP,Staurosira leptostauron (Ehrenberg) Kulikovskiy & Genkal,Bacillariophyceae
